context,question,answer,pasal,ayat
pelanggaran akademik,"Apakah sanksi akademik berat dapat diberikan kepada mahasiswa UPN ""Veteran"" Jawa Timur?","Ya, sanksi akademik berat dapat diberikan kepada mahasiswa yang melakukan pelanggaran akademik berat sebagaimana dimaksud pada pasal 59 ayat (1) huruf c.",60,3
pelanggaran akademik,"Apa konsekuensi dari pemberhentian status sebagai mahasiswa UPN ""Veteran"" Jawa Timur secara permanen?","Konsekuensinya adalah status sebagai mahasiswa UPN ""Veteran"" Jawa Timur akan diberhentikan secara permanen.",60,3
pelanggaran akademik,Apakah pelanggaran akademik berat masih dapat dikenakan jika tidak diproses di pengadilan?,"Ya, sanksi akademik berat tetap dapat diberlakukan.",60,4
pelanggaran akademik,Apakah pimpinan universitas dapat menjatuhkan sanksi pemberhentian sementara pada mahasiswa yang diduga melakukan tindak pidana?,"Ya, pimpinan universitas dapat menjatuhkan sanksi pemberhentian sementara paling lama 2 (dua) semester dan dihitung sebagai masa studi.",60,5
pelanggaran akademik,Apakah masa penahanan dan atau putusan Pengadilan Negeri yang menyatakan mahasiswa bersalah merupakan syarat untuk menjatuhkan sanksi pemberhentian sementara?,"Ya, mahasiswa harus menjalani masa penahanan dan atau telah mendapat putusan Pengadilan Negeri yang menyatakan bahwa mahasiswa bersangkutan bersalah sebelum pimpinan universitas dapat menjatuhkan sanksi pemberhentian sementara.",60,5
pelanggaran akademik,Apakah masa studi mahasiswa akan dibatalkan jika ia masih dalam penahanan setelah sanksi pemberhentian sementara selesai?,"Tidak, karena masa studi mahasiswa yang bersangkutan hanya dibantarkan (sementara tidak dihitung) sampai terbit putusan pengadilan yang mempunyai kekuatan hukum tetap.",60,6
pelanggaran akademik,Bagaimana prosedur penyelesaian pelanggaran akademik jika mahasiswa masih dalam penahanan?,Masa studi mahasiswa yang bersangkutan dibantarkan (sementara tidak dihitung) sampai terbit putusan pengadilan yang mempunyai kekuatan hukum tetap.,60,6
pelanggaran akademik,Bagaimana masa studi mahasiswa yang ditahan dan/atau diberhentikan sementara dihitung?,"Masa studi selama yang bersangkutan ditahan dan/atau diberhentikan sementara dihitung sebagai masa studi.

Context: pelanggaran akademik",60,7
pelanggaran akademik,Apakah mahasiswa yang diduga melakukan tindak pidana dapat tetap melanjutkan studinya?,"Tidak, karena mahasiswa tersebut telah dinyatakan bersalah dan dikenai sanksi pidana.",60,7
pelanggaran akademik,Apakah pemberhentian permanen statusnya sebagai mahasiswa UPN “Veteran” Jawa Timur dapat diberikan kepada mahasiswa yang melakukan tindak pidana?,Pemberhentian permanen statusnya hanya dapat dikenakan setelah ada putusan pengadilan berkekuatan hukum tetap yang menyatakan mahasiswa bersangkutan bersalah dan dikenai sanksi pidana.,60,8
pelanggaran akademik,Apakah sanksi akademik berat berupa pemberhentian permanen statusnya dapat diberikan kepada mahasiswa yang melakukan tindak pidana sebagaimana dimaksud dalam pasal 58 ayat (3) huruf f?,"Ya, tetapi hanya setelah ada putusan pengadilan berkekuatan hukum tetap yang menyatakan mahasiswa bersangkutan bersalah dan dikenai sanksi pidana.",60,8
pelanggaran akademik,Apakah mahasiswa yang dikenai sanksi karena melakukan pelanggaran akademik memiliki hak untuk menyampaikan keberatan?,"Ya, mahasiswa yang dikenai sanksi karena melakukan pelanggaran akademik mempunyai hak untuk menyampaikan keberatan.",60,9
pelanggaran akademik,Berapa lama waktu pengajuan keberatan dan/atau banding administratif yang dimiliki oleh mahasiswa?,Tenggang waktu pengajuan 14 (empat belas) hari sejak diterimanya pemberitahuan putusan sanksi akademik.,60,9
penutup,Apakah peraturan akademik sebelumnya masih berlaku?,"Tidak, karena segala peraturan akademik sebelumnya yang bertentangan dengan isi Peraturan Rektor ini dinyatakan tidak berlaku.",61,1
penutup,Apakah Peraturan Rektor ini sudah berlaku?,"Ya, Peraturan Rektor ini telah berlaku sejak tanggal ditetapkan.",61,2
